,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
17704,India,Gola Bazar,242,Very Unhealthy,4,Good,169,Unhealthy,2,Good,242,Very Unhealthy
17708,India,Masila,198,Unhealthy,3,Good,94,Moderate,4,Good,198,Unhealthy
17711,Brazil,Matozinhos,155,Unhealthy,6,Good,0,Good,6,Good,155,Unhealthy
17713,India,Mauganj,216,Very Unhealthy,1,Good,43,Good,0,Good,216,Very Unhealthy
17720,Pakistan,Mithi,196,Unhealthy,1,Good,37,Good,0,Good,196,Unhealthy
17736,India,Malaut,500,Hazardous,1,Good,43,Good,2,Good,487,Hazardous
17742,India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy
17755,India,Jhusi,210,Very Unhealthy,1,Good,42,Good,1,Good,210,Very Unhealthy
17767,India,Kopaganj,224,Very Unhealthy,3,Good,138,Unhealthy for Sensitive Groups,2,Good,224,Very Unhealthy
17775,Pakistan,Topi,169,Unhealthy,3,Good,163,Unhealthy,1,Good,169,Unhealthy
17804,India,Baduria,178,Unhealthy,6,Good,91,Moderate,7,Good,178,Unhealthy
17810,Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy
17811,India,Barwaha,153,Unhealthy,1,Good,35,Good,0,Good,153,Unhealthy
17831,Pakistan,Alipur Chatha,163,Unhealthy,3,Good,163,Unhealthy,2,Good,160,Unhealthy
17843,China,Baoding,164,Unhealthy,4,Good,164,Unhealthy,4,Good,149,Unhealthy for Sensitive Groups
17850,Pakistan,Warburton,159,Unhealthy,3,Good,152,Unhealthy,1,Good,159,Unhealthy
17865,Mexico,Tianguistenco,160,Unhealthy,4,Good,7,Good,15,Good,160,Unhealthy
17873,China,Tucheng,167,Unhealthy,3,Good,167,Unhealthy,1,Good,123,Unhealthy for Sensitive Groups
17877,India,Unnao,188,Unhealthy,2,Good,121,Unhealthy for Sensitive Groups,1,Good,188,Unhealthy
17889,India,Bijnor,168,Unhealthy,3,Good,168,Unhealthy,1,Good,151,Unhealthy
17897,Chile,Calera,158,Unhealthy,6,Good,0,Good,20,Good,158,Unhealthy
17901,Pakistan,Gojra,175,Unhealthy,5,Good,71,Moderate,8,Good,175,Unhealthy
17908,India,Hirakud,156,Unhealthy,2,Good,67,Moderate,2,Good,156,Unhealthy
17919,India,Jaggayyapeta,161,Unhealthy,3,Good,41,Good,6,Good,161,Unhealthy
17921,China,Jiuquan,240,Very Unhealthy,1,Good,36,Good,2,Good,240,Very Unhealthy
17945,India,Rajpipla,162,Unhealthy,0,Good,30,Good,0,Good,162,Unhealthy
17952,Nigeria,Ozubulu,170,Unhealthy,10,Good,19,Good,9,Good,170,Unhealthy
17967,India,Renukut,173,Unhealthy,3,Good,108,Unhealthy for Sensitive Groups,1,Good,173,Unhealthy
17974,China,Rucheng,171,Unhealthy,4,Good,171,Unhealthy,4,Good,141,Unhealthy for Sensitive Groups
17981,India,Sakti,178,Unhealthy,2,Good,121,Unhealthy for Sensitive Groups,2,Good,178,Unhealthy
18005,India,Mehnagar,180,Unhealthy,3,Good,171,Unhealthy,1,Good,180,Unhealthy
18011,India,Munak,166,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,1,Good,166,Unhealthy
18012,India,Naenwa,176,Unhealthy,1,Good,43,Good,0,Good,176,Unhealthy
18015,India,Nihtaur,166,Unhealthy,3,Good,166,Unhealthy,1,Good,140,Unhealthy for Sensitive Groups
18016,China,Ningbo,205,Very Unhealthy,5,Good,205,Very Unhealthy,4,Good,151,Unhealthy
18017,Brazil,Niteroi,160,Unhealthy,5,Good,1,Good,23,Good,160,Unhealthy
18020,India,Khem Karan,156,Unhealthy,2,Good,132,Unhealthy for Sensitive Groups,1,Good,156,Unhealthy
18022,India,Kiratpur,169,Unhealthy,3,Good,169,Unhealthy,1,Good,141,Unhealthy for Sensitive Groups
18047,India,Nahan,427,Hazardous,1,Good,106,Unhealthy for Sensitive Groups,1,Good,379,Hazardous
18055,India,Nilokheri,500,Hazardous,1,Good,46,Good,1,Good,500,Hazardous
18065,Pakistan,Tando Ghulam Ali,156,Unhealthy,1,Good,43,Good,0,Good,156,Unhealthy
18075,Mexico,Huauchinango,183,Unhealthy,4,Good,4,Good,10,Good,183,Unhealthy
18101,India,Pushkar,177,Unhealthy,1,Good,36,Good,0,Good,177,Unhealthy
18119,India,Satna,193,Unhealthy,1,Good,47,Good,0,Good,193,Unhealthy
18120,Indonesia,Sawangan,205,Very Unhealthy,5,Good,205,Very Unhealthy,4,Good,171,Unhealthy
18125,China,Taipei,167,Unhealthy,3,Good,167,Unhealthy,1,Good,124,Unhealthy for Sensitive Groups
18140,Mexico,Zacatelco,209,Very Unhealthy,4,Good,4,Good,14,Good,209,Very Unhealthy
18152,China,Gaoyou,188,Unhealthy,4,Good,188,Unhealthy,5,Good,136,Unhealthy for Sensitive Groups
18160,South Africa,Boksburg,500,Hazardous,49,Good,1,Good,30,Good,500,Hazardous
18167,India,Bundu,166,Unhealthy,1,Good,53,Moderate,0,Good,166,Unhealthy
18188,India,Dhulagari,197,Unhealthy,3,Good,94,Moderate,4,Good,197,Unhealthy
18216,China,Shaping,207,Very Unhealthy,5,Good,207,Very Unhealthy,4,Good,154,Unhealthy
18218,India,Singur,169,Unhealthy,5,Good,115,Unhealthy for Sensitive Groups,5,Good,169,Unhealthy
18220,South Africa,Siyabuswa,166,Unhealthy,10,Good,13,Good,11,Good,166,Unhealthy
18237,India,Kamalganj,360,Hazardous,1,Good,49,Good,1,Good,301,Hazardous
18240,India,Dig,231,Very Unhealthy,1,Good,43,Good,0,Good,231,Very Unhealthy
18251,India,Farakka,198,Unhealthy,2,Good,128,Unhealthy for Sensitive Groups,1,Good,198,Unhealthy
18255,China,Hecun,166,Unhealthy,4,Good,166,Unhealthy,4,Good,140,Unhealthy for Sensitive Groups
18259,Brazil,Vassouras,152,Unhealthy,5,Good,12,Good,15,Good,152,Unhealthy
18268,China,Tuku,174,Unhealthy,4,Good,174,Unhealthy,10,Good,154,Unhealthy
18290,India,Pilani,500,Hazardous,1,Good,39,Good,0,Good,433,Hazardous
18304,Iran (Islamic Republic of),Qom,214,Very Unhealthy,4,Good,214,Very Unhealthy,7,Good,175,Unhealthy
18315,India,Pihani,157,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
18331,Uganda,Kisoro,180,Unhealthy,2,Good,22,Good,1,Good,180,Unhealthy
18353,India,Lormi,158,Unhealthy,3,Good,37,Good,11,Good,158,Unhealthy
18365,China,Shalu,155,Unhealthy,4,Good,14,Good,47,Good,155,Unhealthy
18366,China,Shashi,152,Unhealthy,6,Good,32,Good,20,Good,152,Unhealthy
18392,South Africa,Bronkhorstspruit,156,Unhealthy,5,Good,15,Good,15,Good,156,Unhealthy
18396,India,Banapur,152,Unhealthy,3,Good,87,Moderate,1,Good,152,Unhealthy
18410,India,Aurad,152,Unhealthy,1,Good,41,Good,0,Good,152,Unhealthy
18435,India,Chhatarpur,168,Unhealthy,3,Good,74,Moderate,3,Good,168,Unhealthy
18451,China,Linshui,200,Unhealthy,5,Good,200,Unhealthy,7,Good,163,Unhealthy
18455,South Africa,Mabopane,228,Very Unhealthy,15,Good,14,Good,19,Good,228,Very Unhealthy
18484,India,Malkangiri,152,Unhealthy,2,Good,47,Good,0,Good,152,Unhealthy
18494,Colombia,Riohacha,160,Unhealthy,1,Good,22,Good,0,Good,160,Unhealthy
18496,Viet Nam,Son Tay,194,Unhealthy,4,Good,194,Unhealthy,2,Good,150,Unhealthy
18503,South Africa,Lebowakgomo,168,Unhealthy,6,Good,24,Good,6,Good,168,Unhealthy
18564,Sudan,Sinkat,170,Unhealthy,1,Good,24,Good,0,Good,170,Unhealthy
18573,India,Tajpur,500,Hazardous,1,Good,67,Moderate,1,Good,500,Hazardous
18583,India,Jaitaran,190,Unhealthy,0,Good,36,Good,0,Good,190,Unhealthy
18585,India,Jansath,500,Hazardous,1,Good,48,Good,1,Good,500,Hazardous
18597,India,Ondal,171,Unhealthy,1,Good,105,Unhealthy for Sensitive Groups,1,Good,171,Unhealthy
18598,India,Palia Kalan,500,Hazardous,2,Good,152,Unhealthy,1,Good,456,Hazardous
18604,China,Fengkou,173,Unhealthy,10,Good,2,Good,39,Good,173,Unhealthy
18607,India,Fort Gloster,194,Unhealthy,8,Good,11,Good,19,Good,194,Unhealthy
18624,Mexico,Tezoyuca,243,Very Unhealthy,2,Good,39,Good,5,Good,243,Very Unhealthy
18636,India,Suriapet,158,Unhealthy,2,Good,48,Good,3,Good,158,Unhealthy
18658,Mexico,Huamantla,168,Unhealthy,3,Good,7,Good,9,Good,168,Unhealthy
18671,India,Lalsot,177,Unhealthy,1,Good,43,Good,0,Good,177,Unhealthy
18679,China,Luancheng,185,Unhealthy,4,Good,185,Unhealthy,5,Good,154,Unhealthy
18681,India,Mailani,500,Hazardous,2,Good,116,Unhealthy for Sensitive Groups,1,Good,471,Hazardous
18685,India,Mandapeta,153,Unhealthy,1,Good,52,Moderate,0,Good,153,Unhealthy
18691,Pakistan,Zahir Pir,219,Very Unhealthy,1,Good,49,Good,0,Good,219,Very Unhealthy
18692,Pakistan,Zaida,198,Unhealthy,3,Good,198,Unhealthy,1,Good,135,Unhealthy for Sensitive Groups
18698,Yemen,Ibb,156,Unhealthy,1,Good,46,Good,0,Good,156,Unhealthy
18736,Democratic Republic of the Congo,Demba,175,Unhealthy,7,Good,54,Moderate,2,Good,175,Unhealthy
18737,India,Digapahandi,153,Unhealthy,3,Good,85,Moderate,1,Good,153,Unhealthy
18742,India,Dharampuri,153,Unhealthy,0,Good,36,Good,0,Good,153,Unhealthy
18750,Pakistan,Nowshera,202,Very Unhealthy,3,Good,202,Very Unhealthy,2,Good,104,Unhealthy for Sensitive Groups
18770,India,Baloda,178,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups,3,Good,178,Unhealthy
18776,Mauritania,Bababe,224,Very Unhealthy,1,Good,24,Good,0,Good,224,Very Unhealthy
18811,India,Sikar,242,Very Unhealthy,2,Good,32,Good,6,Good,242,Very Unhealthy
18841,Saudi Arabia,Jizan,172,Unhealthy,3,Good,120,Unhealthy for Sensitive Groups,4,Good,172,Unhealthy
18844,India,Karjat,166,Unhealthy,5,Good,18,Good,10,Good,166,Unhealthy
18847,India,Kanodar,182,Unhealthy,1,Good,34,Good,0,Good,182,Unhealthy
18863,Malaysia,Sekudai,161,Unhealthy,3,Good,4,Good,24,Good,161,Unhealthy
18883,China,Xinan,153,Unhealthy,6,Good,61,Moderate,16,Good,153,Unhealthy
18890,India,Shantipur,165,Unhealthy,5,Good,144,Unhealthy for Sensitive Groups,3,Good,165,Unhealthy
18895,India,Sitamau,185,Unhealthy,1,Good,35,Good,0,Good,185,Unhealthy
18913,China,Mentougou,156,Unhealthy,4,Good,32,Good,23,Good,156,Unhealthy
18922,India,Mokama,152,Unhealthy,4,Good,50,Good,5,Good,152,Unhealthy
18923,India,Mul,167,Unhealthy,2,Good,106,Unhealthy for Sensitive Groups,1,Good,167,Unhealthy
18928,China,Nanlong,257,Very Unhealthy,16,Good,4,Good,47,Good,257,Very Unhealthy
18944,China,Pingdingshan,157,Unhealthy,5,Good,54,Moderate,21,Good,157,Unhealthy
18955,Indonesia,Pasarkemis,249,Very Unhealthy,11,Good,10,Good,49,Good,249,Very Unhealthy
18964,India,Rath,227,Very Unhealthy,1,Good,48,Good,0,Good,227,Very Unhealthy
18972,India,Safipur,183,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy
18977,India,Shahganj,181,Unhealthy,3,Good,155,Unhealthy,1,Good,181,Unhealthy
18983,South Africa,Nelspruit,237,Very Unhealthy,13,Good,3,Good,7,Good,237,Very Unhealthy
18993,India,Lakhisarai,187,Unhealthy,2,Good,112,Unhealthy for Sensitive Groups,1,Good,187,Unhealthy
19001,Democratic Republic of the Congo,Lusambo,200,Unhealthy,11,Good,16,Good,7,Good,200,Unhealthy
19002,India,Madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy
19003,India,Madhyamgram,205,Very Unhealthy,4,Good,96,Moderate,4,Good,205,Very Unhealthy
19006,India,Mandsaur,166,Unhealthy,1,Good,39,Good,0,Good,166,Unhealthy
19014,India,Talbahat,164,Unhealthy,1,Good,42,Good,0,Good,164,Unhealthy
19016,India,Tarakeswar,199,Unhealthy,3,Good,96,Moderate,3,Good,199,Unhealthy
19018,Pakistan,Taunsa,190,Unhealthy,3,Good,187,Unhealthy,3,Good,190,Unhealthy
19021,Nepal,Tikapur,154,Unhealthy,3,Good,148,Unhealthy for Sensitive Groups,0,Good,154,Unhealthy
19038,India,Khatauli,500,Hazardous,2,Good,140,Unhealthy for Sensitive Groups,3,Good,442,Hazardous
19039,India,Kheri,255,Very Unhealthy,4,Good,205,Very Unhealthy,3,Good,255,Very Unhealthy
19040,India,Kiraoli,264,Very Unhealthy,1,Good,38,Good,1,Good,264,Very Unhealthy
19079,China,Hebi,184,Unhealthy,6,Good,184,Unhealthy,13,Good,163,Unhealthy
19080,India,Dehri,323,Hazardous,1,Good,54,Moderate,0,Good,268,Very Unhealthy
19082,Bangladesh,Dinajpur,222,Very Unhealthy,2,Good,107,Unhealthy for Sensitive Groups,1,Good,222,Very Unhealthy
19147,Mexico,Cuautla,154,Unhealthy,4,Good,0,Good,14,Good,154,Unhealthy
19167,China,Zhangdian,207,Very Unhealthy,5,Good,207,Very Unhealthy,6,Good,156,Unhealthy
19171,India,Teghra,159,Unhealthy,4,Good,127,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy
19186,South Africa,Vanderbijlpark,275,Very Unhealthy,15,Good,8,Good,20,Good,275,Very Unhealthy
19189,South Africa,Sasolburg,181,Unhealthy,7,Good,8,Good,19,Good,181,Unhealthy
19204,China,Chaohu,153,Unhealthy,4,Good,98,Moderate,6,Good,153,Unhealthy
19211,India,Abu Road,164,Unhealthy,1,Good,31,Good,0,Good,164,Unhealthy
19217,Pakistan,Darya Khan,173,Unhealthy,3,Good,149,Unhealthy for Sensitive Groups,0,Good,173,Unhealthy
19222,Mexico,Puente De Ixtla,165,Unhealthy,3,Good,13,Good,18,Good,165,Unhealthy
19244,India,Shrirampur,225,Very Unhealthy,10,Good,9,Good,23,Good,225,Very Unhealthy
19248,India,Narwana,165,Unhealthy,4,Good,57,Moderate,9,Good,165,Unhealthy
19257,India,Kanor,163,Unhealthy,1,Good,35,Good,0,Good,163,Unhealthy
19258,India,Kanpur,173,Unhealthy,4,Good,161,Unhealthy,1,Good,173,Unhealthy
19259,Pakistan,Kashmor,175,Unhealthy,1,Good,50,Good,1,Good,175,Unhealthy
19276,India,Etawah,171,Unhealthy,4,Good,171,Unhealthy,1,Good,170,Unhealthy
19284,India,Hanumangarh,163,Unhealthy,3,Good,163,Unhealthy,0,Good,158,Unhealthy
19298,Pakistan,Dullewala,181,Unhealthy,3,Good,107,Unhealthy for Sensitive Groups,3,Good,181,Unhealthy
19306,Mexico,Tepeji,157,Unhealthy,1,Good,33,Good,2,Good,157,Unhealthy
19315,India,Uklana Mandi,165,Unhealthy,4,Good,76,Moderate,8,Good,165,Unhealthy
19326,India,Sundargarh,156,Unhealthy,3,Good,63,Moderate,2,Good,156,Unhealthy
19370,Indonesia,Kertosono,169,Unhealthy,5,Good,10,Good,15,Good,169,Unhealthy
19382,Democratic Republic of the Congo,Mbuji Mayi,270,Very Unhealthy,15,Good,43,Good,9,Good,270,Very Unhealthy
19397,India,Krishnanagar,161,Unhealthy,4,Good,147,Unhealthy for Sensitive Groups,2,Good,161,Unhealthy
19400,India,Kushalgarh,171,Unhealthy,1,Good,38,Good,0,Good,171,Unhealthy
19408,India,Navapur,157,Unhealthy,0,Good,26,Good,0,Good,157,Unhealthy
19416,India,Machhiwara,171,Unhealthy,6,Good,20,Good,23,Good,171,Unhealthy
19429,Indonesia,Porong,166,Unhealthy,3,Good,11,Good,9,Good,166,Unhealthy
19443,Mexico,Cunduacan,179,Unhealthy,8,Good,7,Good,11,Good,179,Unhealthy
19447,India,Agra,183,Unhealthy,6,Good,40,Good,13,Good,183,Unhealthy
19449,India,Ahmadpur,172,Unhealthy,2,Good,39,Good,2,Good,172,Unhealthy
19458,India,Badlapur,170,Unhealthy,6,Good,19,Good,12,Good,170,Unhealthy
19462,China,Ezhou,187,Unhealthy,4,Good,187,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups
19476,Pakistan,Bhakkar,183,Unhealthy,2,Good,122,Unhealthy for Sensitive Groups,0,Good,183,Unhealthy
19482,India,Brahmapuri,163,Unhealthy,1,Good,33,Good,2,Good,163,Unhealthy
19488,Pakistan,Badah,185,Unhealthy,1,Good,76,Moderate,2,Good,185,Unhealthy
19490,Gambia,Bakau,155,Unhealthy,1,Good,20,Good,1,Good,155,Unhealthy
19501,India,Chandannagar,173,Unhealthy,5,Good,117,Unhealthy for Sensitive Groups,6,Good,173,Unhealthy
19509,India,Firozpur,165,Unhealthy,3,Good,111,Unhealthy for Sensitive Groups,4,Good,165,Unhealthy
19512,Mali,Gao,162,Unhealthy,1,Good,45,Good,0,Good,162,Unhealthy
19513,Pakistan,Garh Maharaja,174,Unhealthy,5,Good,46,Good,9,Good,174,Unhealthy
19519,India,Merta,182,Unhealthy,1,Good,34,Good,1,Good,182,Unhealthy
19531,China,Wufeng,167,Unhealthy,8,Good,1,Good,22,Good,167,Unhealthy
19540,India,Haldaur,500,Hazardous,1,Good,63,Moderate,1,Good,500,Hazardous
19546,Viet Nam,Hong Gai,156,Unhealthy,4,Good,41,Good,3,Good,156,Unhealthy
19547,China,Huaiyin,193,Unhealthy,5,Good,193,Unhealthy,5,Good,155,Unhealthy
19548,Mexico,Huilango,168,Unhealthy,4,Good,3,Good,18,Good,168,Unhealthy
19550,India,Iglas,268,Very Unhealthy,1,Good,46,Good,1,Good,268,Very Unhealthy
19551,Pakistan,Yazman,500,Hazardous,1,Good,43,Good,0,Good,428,Hazardous
19572,India,Ganganagar,500,Hazardous,1,Good,42,Good,0,Good,424,Hazardous
19579,Pakistan,Khewra,204,Very Unhealthy,2,Good,154,Unhealthy,1,Good,204,Very Unhealthy
19588,India,Kaimur,155,Unhealthy,1,Good,40,Good,0,Good,155,Unhealthy
19592,China,Dingzhou,197,Unhealthy,5,Good,197,Unhealthy,6,Good,159,Unhealthy
19601,China,Dongkan,209,Very Unhealthy,6,Good,209,Very Unhealthy,3,Good,175,Unhealthy
19613,India,Kovvur,152,Unhealthy,1,Good,48,Good,0,Good,152,Unhealthy
19632,Brazil,Miguel Pereira,154,Unhealthy,5,Good,10,Good,18,Good,154,Unhealthy
19635,India,Moradabad,500,Hazardous,1,Good,69,Moderate,1,Good,500,Hazardous
19641,South Africa,Soweto,185,Unhealthy,36,Good,10,Good,22,Good,185,Unhealthy
19653,India,Mundra,153,Unhealthy,0,Good,26,Good,0,Good,153,Unhealthy
19659,India,Ratangarh,500,Hazardous,0,Good,37,Good,0,Good,471,Hazardous
19662,Pakistan,Rojhan,188,Unhealthy,1,Good,55,Moderate,0,Good,188,Unhealthy
19668,India,Taki,170,Unhealthy,3,Good,96,Moderate,2,Good,170,Unhealthy
19689,India,Adilabad,155,Unhealthy,1,Good,32,Good,0,Good,155,Unhealthy
19691,India,Allahabad,189,Unhealthy,1,Good,83,Moderate,0,Good,189,Unhealthy
19700,Mexico,Atlautla,243,Very Unhealthy,5,Good,1,Good,20,Good,243,Very Unhealthy
19704,Iran (Islamic Republic of),Bafq,155,Unhealthy,1,Good,45,Good,0,Good,155,Unhealthy
19705,India,Bagru,185,Unhealthy,1,Good,39,Good,0,Good,185,Unhealthy
19706,India,Balotra,500,Hazardous,0,Good,31,Good,0,Good,398,Hazardous
19709,India,Barakpur,178,Unhealthy,6,Good,107,Unhealthy for Sensitive Groups,7,Good,178,Unhealthy
19734,India,Yavatmal,153,Unhealthy,1,Good,31,Good,0,Good,153,Unhealthy
19737,Iran (Islamic Republic of),Zabol,164,Unhealthy,1,Good,49,Good,0,Good,164,Unhealthy
19761,India,Akodia,154,Unhealthy,1,Good,38,Good,0,Good,154,Unhealthy
19768,China,Anlu,178,Unhealthy,4,Good,178,Unhealthy,2,Good,142,Unhealthy for Sensitive Groups
19774,India,Chhibramau,194,Unhealthy,3,Good,141,Unhealthy for Sensitive Groups,2,Good,194,Unhealthy
19779,China,Talin,202,Very Unhealthy,3,Good,202,Very Unhealthy,6,Good,143,Unhealthy for Sensitive Groups
19787,India,Mungeli,160,Unhealthy,1,Good,44,Good,0,Good,160,Unhealthy
19789,Oman,Muscat,155,Unhealthy,2,Good,155,Unhealthy,5,Good,139,Unhealthy for Sensitive Groups
19803,China,Linhai,161,Unhealthy,3,Good,161,Unhealthy,1,Good,116,Unhealthy for Sensitive Groups
19809,India,Talwandi Bhai,198,Unhealthy,2,Good,160,Unhealthy,1,Good,198,Unhealthy
19813,Mexico,Tequixquiac,156,Unhealthy,2,Good,12,Good,10,Good,156,Unhealthy
19823,India,Maudaha,198,Unhealthy,1,Good,46,Good,0,Good,198,Unhealthy
19832,Democratic Republic of the Congo,Tshikapa,392,Hazardous,23,Good,37,Good,18,Good,392,Hazardous
19854,Brazil,Sao Paulo,198,Unhealthy,10,Good,0,Good,35,Good,198,Unhealthy
19859,India,Bhadohi,310,Hazardous,1,Good,49,Good,1,Good,257,Very Unhealthy
19874,China,Aksu,154,Unhealthy,1,Good,46,Good,0,Good,154,Unhealthy
19877,Mexico,Apan,224,Very Unhealthy,2,Good,8,Good,9,Good,224,Very Unhealthy
19916,India,Ladnun,500,Hazardous,0,Good,32,Good,0,Good,474,Hazardous
19919,India,Ikauna,183,Unhealthy,4,Good,163,Unhealthy,1,Good,183,Unhealthy
19931,India,Un,160,Unhealthy,3,Good,126,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
19939,China,Yongchang,153,Unhealthy,2,Good,40,Good,6,Good,153,Unhealthy
19951,India,Garulia,216,Very Unhealthy,4,Good,96,Moderate,5,Good,216,Very Unhealthy
19963,India,Begamganj,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy
19990,China,Xunchang,156,Unhealthy,7,Good,44,Good,17,Good,156,Unhealthy
20007,India,Kolaras,164,Unhealthy,3,Good,79,Moderate,2,Good,164,Unhealthy
20012,India,Kunda,179,Unhealthy,4,Good,95,Moderate,6,Good,179,Unhealthy
20014,India,Lakhnadon,160,Unhealthy,3,Good,45,Good,2,Good,160,Unhealthy
20015,Indonesia,Lembang,194,Unhealthy,9,Good,12,Good,26,Good,194,Unhealthy
20048,Mexico,Chalco,270,Very Unhealthy,5,Good,1,Good,25,Good,270,Very Unhealthy
20049,India,Baldeo,172,Unhealthy,4,Good,171,Unhealthy,1,Good,172,Unhealthy
20052,India,Bharthana,170,Unhealthy,4,Good,169,Unhealthy,1,Good,170,Unhealthy
20054,Dominican Republic,Bonao,159,Unhealthy,3,Good,5,Good,11,Good,159,Unhealthy
20074,Pakistan,Shahpur Chakar,166,Unhealthy,1,Good,43,Good,0,Good,166,Unhealthy
20075,India,Dhrol,160,Unhealthy,0,Good,29,Good,0,Good,160,Unhealthy
20107,India,Loyabad,179,Unhealthy,4,Good,150,Unhealthy,2,Good,179,Unhealthy
20108,China,Macheng,171,Unhealthy,3,Good,171,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups
20119,India,Karera,201,Very Unhealthy,1,Good,44,Good,0,Good,201,Very Unhealthy
20125,India,Visnagar,159,Unhealthy,1,Good,32,Good,0,Good,159,Unhealthy
20144,India,Shahjahanpur,172,Unhealthy,4,Good,172,Unhealthy,2,Good,165,Unhealthy
20150,Bangladesh,Phultala,158,Unhealthy,4,Good,64,Moderate,4,Good,158,Unhealthy
20153,China,Shizilu,205,Very Unhealthy,5,Good,205,Very Unhealthy,3,Good,152,Unhealthy
20188,Malaysia,Serendah,162,Unhealthy,6,Good,9,Good,23,Good,162,Unhealthy
20196,India,Ludhiana,166,Unhealthy,3,Good,166,Unhealthy,1,Good,162,Unhealthy
20199,Senegal,Mbour,169,Unhealthy,1,Good,21,Good,2,Good,169,Unhealthy
20217,India,Vasai,158,Unhealthy,3,Good,28,Good,3,Good,158,Unhealthy
20224,India,Talgram,167,Unhealthy,4,Good,153,Unhealthy,1,Good,167,Unhealthy
20233,China,Wanxian,153,Unhealthy,4,Good,153,Unhealthy,3,Good,143,Unhealthy for Sensitive Groups
20236,India,Sangod,156,Unhealthy,1,Good,45,Good,0,Good,156,Unhealthy
20253,Mexico,Xoxtla,164,Unhealthy,2,Good,3,Good,12,Good,164,Unhealthy
20282,Pakistan,Ranipur,167,Unhealthy,1,Good,47,Good,1,Good,167,Unhealthy
20290,Pakistan,Pakpattan,328,Hazardous,2,Good,107,Unhealthy for Sensitive Groups,1,Good,328,Hazardous
20303,Pakistan,Sukkur,171,Unhealthy,1,Good,49,Good,1,Good,171,Unhealthy
20313,India,Titlagarh,158,Unhealthy,1,Good,33,Good,1,Good,158,Unhealthy
20314,Mexico,Tizayuca,182,Unhealthy,2,Good,18,Good,10,Good,182,Unhealthy
20315,India,Tohana,226,Very Unhealthy,2,Good,126,Unhealthy for Sensitive Groups,1,Good,226,Very Unhealthy
20324,India,Umred,170,Unhealthy,1,Good,33,Good,1,Good,170,Unhealthy
20325,Pakistan,Usta Muhammad,172,Unhealthy,1,Good,76,Moderate,2,Good,172,Unhealthy
20330,China,Shima,155,Unhealthy,3,Good,155,Unhealthy,3,Good,117,Unhealthy for Sensitive Groups
20357,India,Keshod,160,Unhealthy,0,Good,25,Good,0,Good,160,Unhealthy
20368,India,Indri,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
20391,India,Chirawa,187,Unhealthy,2,Good,83,Moderate,0,Good,187,Unhealthy
20402,India,Betul,176,Unhealthy,1,Good,34,Good,0,Good,176,Unhealthy
20403,Pakistan,Bhopalwala,153,Unhealthy,2,Good,131,Unhealthy for Sensitive Groups,1,Good,153,Unhealthy
20404,India,Bhuj,155,Unhealthy,0,Good,28,Good,0,Good,155,Unhealthy
20414,India,Banswara,175,Unhealthy,1,Good,40,Good,0,Good,175,Unhealthy
20421,India,Pahasu,164,Unhealthy,4,Good,160,Unhealthy,1,Good,164,Unhealthy
20424,India,Pathalgaon,162,Unhealthy,2,Good,88,Moderate,0,Good,162,Unhealthy
20427,Senegal,Pout,184,Unhealthy,2,Good,18,Good,4,Good,184,Unhealthy
20429,India,Punahana,176,Unhealthy,4,Good,173,Unhealthy,1,Good,176,Unhealthy
20437,Uzbekistan,Romitan,167,Unhealthy,1,Good,47,Good,0,Good,167,Unhealthy
20447,India,Baramula,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy
20469,China,Hanting,165,Unhealthy,7,Good,73,Moderate,16,Good,165,Unhealthy
20470,India,Haridwar,163,Unhealthy,5,Good,25,Good,12,Good,163,Unhealthy
20475,Pakistan,Isa Khel,178,Unhealthy,3,Good,115,Unhealthy for Sensitive Groups,2,Good,178,Unhealthy
20503,India,Lathi,153,Unhealthy,0,Good,28,Good,0,Good,153,Unhealthy
20506,China,Linping,204,Very Unhealthy,5,Good,204,Very Unhealthy,6,Good,155,Unhealthy
20531,India,Contai,171,Unhealthy,2,Good,66,Moderate,1,Good,171,Unhealthy
20532,Dominican Republic,Cotui,154,Unhealthy,4,Good,2,Good,15,Good,154,Unhealthy
20533,Mexico,Coyotepec,166,Unhealthy,3,Good,11,Good,14,Good,166,Unhealthy
20541,India,Dhar,154,Unhealthy,1,Good,35,Good,0,Good,154,Unhealthy
